cpu_utilization,memory_usage,disk_io,network_latency,process_count,thread_count,context_switches,cache_miss_rate,temperature,power_consumption,uptime,cpu_utilization_norm,memory_usage_norm,network_latency_norm,temperature_norm,power_consumption_norm,system_pressure_score,Valor_Real,Prediccion
30.008497919211063,46.71418339488667,34.30976886229564,179.83911481959214,493,1972,1689,0.0450495353816853,39.90800480397321,244.1701531132662,649.4379998749469,0.2633131156729972,0.4078726272487767,0.8988777883122849,0.1523495848462663,0.7767455414644773,0.4998317315089605,0,0
87.85177134969439,40.678888562554285,39.33592396240682,178.52260097522122,306,1530,1251,0.1639787697778313,49.80868145428432,142.67730351329325,698.8579965936927,0.8723687169785435,0.3407981729477821,0.8922607104734092,0.304701538650427,0.3706486256960737,0.556155552949247,0,0
42.82420188467612,28.26332971317894,14.126885718549651,32.15085235313741,713,2139,1730,0.1661349215199924,58.077983102527256,205.95685869709504,702.5947177135695,0.3982549303720028,0.2028153804249671,0.1565652537290852,0.4319498376508988,0.6238451049813026,0.3626861014316513,0,0
69.96766186635804,16.780970581583567,1.4147566592481673,120.66758931150912,229,458,1468,0.1854167143371353,81.94153764894992,218.75668479958904,8.15136091468737,0.6840595773120572,0.0752038893153995,0.6014691497277785,0.7991630381492114,0.6750602390826916,0.5669911787174277,0,0
50.706940722600336,28.240471567657423,5.833991917273975,19.92248779633374,50,200,564,0.1683702234151154,68.54389859233342,225.91503136847413,542.2880786077236,0.4812555276434633,0.2025613418601939,0.0951028996030755,0.5929997062142858,0.7037024781673487,0.4151243906976735,0,0
43.36204549851243,12.756176401398658,36.13486696494233,10.390096597389688,676,3380,1878,0.1561559165845338,83.95959518376671,107.38120014557626,763.0202322254116,0.4039181068522742,0.0304735354868702,0.0471910794397503,0.8302169771048771,0.2294205611302676,0.3082440520028079,0,0
65.31613261955047,75.75040728077187,43.32681530457472,26.19137338510155,461,2305,1540,0.1251009573418366,53.35145672458462,191.072224258201,100.33220435661536,0.6350817139515145,0.7305724996184911,0.1266116483194286,0.3592178867125924,0.5642881592279868,0.4831543815660026,0,0
94.68563727022826,96.42270926812938,41.45206659146663,5.994373743902622,187,748,124,0.0641669809053425,57.19849077040582,229.3896741760914,84.11573591287373,0.9443253001839256,0.960318255785886,0.0250972439635667,0.4184161793074291,0.7176053465283393,0.6131524651538294,0,0
68.90779309254144,95.75241270075468,16.75496522318802,149.4724210585937,714,2856,571,0.0763644394726012,74.57982401064021,216.63464929919817,146.04527785272194,0.6728997833540331,0.9528687810335292,0.7462483441290779,0.6858807347514959,0.6665694727355418,0.7448934232007356,0,0
85.49319082587192,59.677677574460176,47.92286467328936,128.61188489135435,451,902,1484,0.0444699581437843,62.64958787505218,206.1522671831177,117.85813904196836,0.8475342531944243,0.5519450084803962,0.6413988644449008,0.5022978495812462,0.624626980589304,0.6335605912580543,0,0
19.81947943193925,87.91308930916033,37.1899808931098,140.3417929830543,696,2784,1814,0.0999440947752032,30.118589583946555,162.30748501197212,471.7495962502912,0.1560287520220238,0.865744895094554,0.7003558706454138,0.0017097257691209,0.4491936285608824,0.434606574418399,0,0
93.998825235852,95.19074586808694,34.91316449288195,53.11006428359212,903,3612,1216,0.1832663830374617,42.31271133880856,290.4478801082318,110.50817225546002,0.937093573973208,0.9466265845299996,0.2619106987301469,0.189353291951102,0.9619136816388836,0.6593795661646681,0,0
93.61401684533476,67.21631004297421,11.473902257674675,70.00116861975552,395,1185,1278,0.0563330527830319,69.52492275406776,108.28578677652112,924.4518184880052,0.9330417682614244,0.6357271058010547,0.3468089720410314,0.6080957398540289,0.233040026366685,0.551342722464845,0,0
